
1561037779.3758361	0	-35.0	-15.52804	72.5761	16.8287
1561037780.4269125	0	-35.0	-15.6346	72.7882	16.9409
1561037781.4999278	0	-35.0	-15.511190000000001	69.9991	17.2135
1561037785.5367477	1	-33.25	-10.51336	38.202600000000004	18.7159
1561037786.624609	1	-33.25	-10.01386	42.862500000000004	18.6873
1561037787.6883898	1	-33.25	-10.34081	39.8327	18.6092
1561037791.6461384	2	-31.5	-6.245234	22.715300000000003	19.3745
1561037792.7648873	2	-31.5	-6.432005	22.8075	19.2747
1561037793.8580549	2	-31.5	-6.457963	23.1698	19.0041
1561037797.737848	3	-29.75	-4.052771	18.617	13.7198
1561037798.9488776	3	-29.75	-4.053556	18.6526	13.9917
1561037800.0480988	3	-29.75	-4.017508	18.7231	14.1366
1561037803.894869	4	-28.0	-2.26352	16.855	8.93009
1561037804.9641225	4	-28.0	-2.3533239999999997	16.8663	8.82673
1561037806.0235736	4	-28.0	-2.455858	16.6249	9.25069
1561037809.8871312	5	-26.25	-1.453743	16.1586	5.34894
1561037810.995189	5	-26.25	-1.4113820000000001	16.1	5.09466
1561037812.0551527	5	-26.25	-1.296822	16.0625	5.1523
1561037815.951925	6	-24.5	-0.8393218	16.102	2.87483
1561037816.9932265	6	-24.5	-0.856178	16.2072	2.84184
1561037818.0537384	6	-24.5	-0.8616717	16.115299999999998	2.89135
1561037821.9270656	7	-22.75	-0.4987635	16.7709	1.43129
1561037823.042525	7	-22.75	-0.48563989999999996	16.7214	1.52493
1561037824.1515937	7	-22.75	-0.4850707	16.7701	1.46839
1561037828.0107117	8	-21.0	-0.3127552	17.4192	0.833765
1561037829.1305304	8	-21.0	-0.3028376	17.4199	0.828348
1561037830.200405	8	-21.0	-0.2987029	17.419800000000002	0.818
1561037834.040706	9	-19.25	-0.1876336	17.9822	0.489448
1561037835.1618915	9	-19.25	-0.1866513	17.9808	0.49318
1561037836.220768	9	-19.25	-0.18973120000000002	17.9748	0.49145
1561037840.0998163	10	-17.5	-0.1179513	18.4414	0.31609
1561037841.2311537	10	-17.5	-0.11903649999999999	18.4363	0.322269
1561037842.3219342	10	-17.5	-0.1199129	18.453000000000003	0.318243
1561037846.2021906	11	-15.75	-0.06807579	18.9032	0.20725
1561037847.3426373	11	-15.75	-0.0728246	18.9202	0.214655
1561037848.4262152	11	-15.75	-0.0716452	18.934	0.212223
1561037852.3339787	12	-14.0	-0.03893063	19.537599999999998	0.127743
1561037853.4585693	12	-14.0	-0.038486490000000005	19.539900000000003	0.127673
1561037854.6423204	12	-14.0	-0.03911258	19.5179	0.126085
1561037858.548747	13	-12.25	-0.01920655	20.2377	0.0751798
1561037859.6800468	13	-12.25	-0.021112230000000003	20.2532	0.0750254
1561037860.7509487	13	-12.25	-0.02313157	20.2654	0.0742938
1561037864.588681	14	-10.5	-0.010393300000000001	21.1904	0.0389496
1561037865.6751864	14	-10.5	-0.01068889	21.1734	0.0385589
1561037866.7659442	14	-10.5	-0.010962560000000001	21.1814	0.0403918
1561037870.624068	15	-8.75	-0.005378405	22.3409	0.0211932
1561037871.73988	15	-8.75	-0.003434902	22.3349	0.0221759
1561037872.8296134	15	-8.75	-0.003119059	22.3252	0.0219763
1561037876.7154858	16	-7.0	-0.002015785	23.8029	0.0111692
1561037877.8269238	16	-7.0	-0.001225907	23.85	0.0118757
1561037878.9649916	16	-7.0	-0.001024785	23.7935	0.0104004
1561037882.8320248	17	-5.25	0.001035253	25.8172	0.0064244
1561037883.9875863	17	-5.25	0.0013076539999999999	25.829700000000003	0.00746856
1561037885.1672328	17	-5.25	0.0018071180000000001	25.8231	0.0067262
1561037889.1094773	18	-3.5	0.0005182029	28.9131	0.00578128
1561037890.2479746	18	-3.5	0.001357997	28.8855	0.00407729
1561037891.3288198	18	-3.5	0.0012904890000000001	28.907	0.00578508
1561037895.1986542	19	-1.75	-0.00046783330000000007	34.3371	0.00617695
1561037896.3483849	19	-1.75	0.00010417309999999999	34.3309	0.00583998
1561037897.461131	19	-1.75	-0.000535689	34.2992	0.00653401
1561037901.4000342	20	0.0	0.02766698	40.8353	0.136486
1561037902.5271099	20	0.0	0.02692839	40.8	0.137529
1561037903.6775618	20	0.0	0.02725147	40.8173	0.136413
